Indicador,Any,Resposta,Edat,Sexe,Classe social,Estudis,Territoris,percentatge,poblacio_absoluta,mostra,valor_absolut
Malestar emocional,2024,No,15 - 44,Home,Classe III,Estudis universitaris,Girona,67.9,1281493,3996,870134
Malestar emocional,2027,Sí,45 - 64,Dona,Classe II,Estudis primaris i sense estudis,Camp de Tarragona,29.1,203541,142,59230
Malestar emocional,2027,No,45 - 64,Dona,Classe II,Estudis primaris i sense estudis,Camp de Tarragona,70.9,188389,609,133568
Malestar emocional,2027,Sí,65 i més,Home,Classe II,Estudis universitaris,Lleida,34.2,560123,2680,191562
Malestar emocional,2027,No,65 i més,Home,Classe II,Estudis universitaris,Lleida,65.8,495421,655,325987
Malestar emocional,2026,Sí,65 i més,Home,Classe III,Estudis primaris i sense estudis,Girona,32.2,1166240,4665,375529
Malestar emocional,2026,No,65 i més,Home,Classe III,Estudis primaris i sense estudis,Girona,67.8,948203,2212,642882
Malestar emocional,2024,Sí,65 i més,Home,Classe III,Estudis primaris i sense estudis,Àrea Metropolitana Nord,32.1,1142465,1110,366731
Malestar emocional,2024,No,65 i més,Home,Classe III,Estudis primaris i sense estudis,Àrea Metropolitana Nord,67.9,185061,235,125656
Malestar emocional,2026,Sí,0 - 14,Home,Classe II,Estudis secundaris,Cat. Central,20.1,618952,513,124409
Malestar emocional,2026,No,0 - 14,Home,Classe II,Estudis secundaris,Cat. Central,79.9,631787,2414,504798
Malestar emocional,2026,Sí,75 i més,Home,Classe I,Estudis primaris i sense estudis,Cat. Central,20.1,1170441,1317,235259
Malestar emocional,2026,No,75 i més,Home,Classe I,Estudis primaris i sense estudis,Cat. Central,79.9,275249,1161,219924
Malestar emocional,2024,Sí,0 - 14,Dona,Classe III,Estudis universitaris,Cat. Central,30.4,288332,201,87653
Malestar emocional,2024,No,0 - 14,Dona,Classe III,Estudis universitaris,Cat. Central,69.6,398682,1669,277483
Malestar emocional,2023,Sí,15 - 44,Home,Classe III,Estudis universitaris,Alt Pirineu i Aran,24.2,1334716,1621,323001
Malestar emocional,2023,No,15 - 44,Home,Classe III,Estudis universitaris,Alt Pirineu i Aran,75.8,1067069,4425,808838
Malestar emocional,2027,Sí,45 - 64,Home,Classe III,Estudis universitaris,Àrea Metropolitana Nord,28.7,696773,533,199974
Malestar emocional,2027,No,45 - 64,Home,Classe III,Estudis universitaris,Àrea Metropolitana Nord,71.3,405779,1584,289320
Malestar emocional,2025,Sí,0 - 14,Dona,Classe I,Estudis primaris i sense estudis,Cat. Central,17.7,1421664,5334,251635
Malestar emocional,2025,No,0 - 14,Dona,Classe I,Estudis primaris i sense estudis,Cat. Central,82.3,546535,1781,449798
Malestar emocional,2024,Sí,65 - 74,Dona,Classe III,Estudis universitaris,Àrea Metropolitana Nord,28.5,837730,2826,238753
Malestar emocional,2024,No,65 - 74,Dona,Classe III,Estudis universitaris,Àrea Metropolitana Nord,71.5,576599,1617,412268
Malestar emocional,2025,Sí,65 i més,Dona,Classe II,Estudis primaris i sense estudis,Lleida,20.0,566843,737,113369
Malestar emocional,2025,No,65 i més,Dona,Classe II,Estudis primaris i sense estudis,Lleida,80.0,1307105,1578,1045684
Malestar emocional,2025,Sí,75 i més,Dona,Classe III,Estudis secundaris,Cat. Central,32.1,1388388,1848,445673
Malestar emocional,2025,No,75 i més,Dona,Classe III,Estudis secundaris,Cat. Central,67.9,210681,668,143052
Malestar emocional,2025,Sí,15 - 44,Home,Classe II,Estudis primaris i sense estudis,Àrea Metropolitana Sud,23.8,802532,1109,191003
Malestar emocional,2025,No,15 - 44,Home,Classe II,Estudis primaris i sense estudis,Àrea Metropolitana Sud,76.2,382257,1671,291280
Malestar emocional,2024,Sí,65 i més,Dona,Classe I,Estudis universitaris,Alt Pirineu i Aran,25.9,837566,1037,216930
Malestar emocional,2024,No,65 i més,Dona,Classe I,Estudis universitaris,Alt Pirineu i Aran,74.1,523071,2421,387596
Malestar emocional,2023,Sí,15 - 44,Dona,Classe II,Estudis universitaris,Alt Pirineu i Aran,30.6,409580,1444,125331
Malestar emocional,2023,No,15 - 44,Dona,Classe II,Estudis universitaris,Alt Pirineu i Aran,69.4,1405716,6308,975567
Malestar emocional,2027,Sí,45 - 64,Home,Classe I,Estudis universitaris,Terres de l’Ebre,17.5,1469319,4663,257131
Malestar emocional,2027,No,45 - 64,Home,Classe I,Estudis universitaris,Terres de l’Ebre,82.5,1356742,4726,1119312
Malestar emocional,2025,Sí,0 - 14,Dona,Classe I,Estudis universitaris,Àrea Metropolitana Sud,21.5,161033,666,34622
Malestar emocional,2025,No,0 - 14,Dona,Classe I,Estudis universitaris,Àrea Metropolitana Sud,78.5,875787,954,687493
Malestar emocional,2025,Sí,65 i més,Home,Classe I,Estudis primaris i sense estudis,Àrea Metropolitana Sud,22.2,1096026,625,243318
Malestar emocional,2025,No,65 i més,Home,Classe I,Estudis primaris i sense estudis,Àrea Metropolitana Sud,77.8,469434,914,365220
Malestar emocional,2023,Sí,65 - 74,Home,Classe II,Estudis primaris i sense estudis,Lleida,23.7,917777,1631,217513
Malestar emocional,2023,No,65 - 74,Home,Classe II,Estudis primaris i sense estudis,Lleida,76.3,1358513,5017,1036545
Malestar emocional,2025,Sí,0 - 14,Dona,Classe III,Estudis universitaris,Barcelona Ciutat,21.3,439646,825,93645
Malestar emocional,2025,No,0 - 14,Dona,Classe III,Estudis universitaris,Barcelona Ciutat,78.7,1048162,2711,824903
Malestar emocional,2026,Sí,65 - 74,Dona,Classe II,Estudis primaris i sense estudis,Barcelona Ciutat,16.7,903140,3722,150824
Malestar emocional,2026,No,65 - 74,Dona,Classe II,Estudis primaris i sense estudis,Barcelona Ciutat,83.3,864496,2990,720125
Malestar emocional,2026,Sí,75 i més,Dona,Classe I,Estudis universitaris,Cat. Central,34.5,994909,1356,343244
Malestar emocional,2026,No,75 i més,Dona,Classe I,Estudis universitaris,Cat. Central,65.5,1393299,1490,912611
Malestar emocional,2023,Sí,65 i més,Dona,Classe II,Estudis secundaris,Barcelona Ciutat,35.0,276520,1264,96782
Malestar emocional,2023,No,65 i més,Dona,Classe II,Estudis secundaris,Barcelona Ciutat,65.0,1337540,5296,869401
Malestar emocional,2023,Sí,0 - 14,Dona,Classe III,Estudis primaris i sense estudis,Àrea Metropolitana Sud,20.8,1013785,4523,210867
Malestar emocional,2023,No,0 - 14,Dona,Classe III,Estudis primaris i sense estudis,Àrea Metropolitana Sud,79.2,980777,637,776775
Malestar emocional,2026,Sí,75 i més,Dona,Classe II,Estudis secundaris,Alt Pirineu i Aran,15.5,1006451,1734,156000
Malestar emocional,2026,No,75 i més,Dona,Classe II,Estudis secundaris,Alt Pirineu i Aran,84.5,353771,890,298936
Malestar emocional,2027,Sí,0 - 14,Home,Classe III,Estudis secundaris,Camp de Tarragona,22.0,437960,473,96351
Malestar emocional,2027,No,0 - 14,Home,Classe III,Estudis secundaris,Camp de Tarragona,78.0,830933,2416,648128
Malestar emocional,2027,Sí,15 i més,Home,Classe III,Estudis universitaris,Cat. Central,23.3,203397,485,47392
Malestar emocional,2027,No,15 i més,Home,Classe III,Estudis universitaris,Cat. Central,76.7,709276,775,544015
Malestar emocional,2026,Sí,65 - 74,Home,Classe I,Estudis secundaris,Barcelona Ciutat,25.3,387318,1548,97991
Malestar emocional,2026,No,65 - 74,Home,Classe I,Estudis secundaris,Barcelona Ciutat,74.7,219066,667,163642
Malestar emocional,2027,Sí,15 i més,Home,Classe II,Estudis universitaris,Àrea Metropolitana Sud,30.5,101614,260,30992
Malestar emocional,2027,No,15 i més,Home,Classe II,Estudis universitaris,Àrea Metropolitana Sud,69.5,1099826,2388,764379
Malestar emocional,2023,Sí,45 - 64,Dona,Classe II,Estudis secundaris,Lleida,33.6,577498,1078,194039
Malestar emocional,2023,No,45 - 64,Dona,Classe II,Estudis secundaris,Lleida,66.4,579026,2706,384473
Malestar emocional,2024,Sí,75 i més,Dona,Classe II,Estudis secundaris,Terres de l’Ebre,22.3,1368858,6266,305255
Malestar emocional,2024,No,75 i més,Dona,Classe II,Estudis secundaris,Terres de l’Ebre,77.7,1343275,6353,1043725
Malestar emocional,2027,Sí,65 i més,Home,Classe II,Estudis universitaris,Àrea Metropolitana Sud,34.6,1172143,1068,405561
Malestar emocional,2027,No,65 i més,Home,Classe II,Estudis universitaris,Àrea Metropolitana Sud,65.4,771767,864,504736
Malestar emocional,2023,Sí,65 - 74,Home,Classe I,Estudis primaris i sense estudis,Lleida,27.6,980993,4079,270754
Malestar emocional,2023,No,65 - 74,Home,Classe I,Estudis primaris i sense estudis,Lleida,72.4,595599,541,431214
Malestar emocional,2024,Sí,15 - 44,Dona,Classe III,Estudis primaris i sense estudis,Àrea Metropolitana Sud,24.7,968355,4448,239184
Malestar emocional,2024,No,15 - 44,Dona,Classe III,Estudis primaris i sense estudis,Àrea Metropolitana Sud,75.3,465041,579,350176
Malestar emocional,2024,Sí,65 - 74,Home,Classe I,Estudis primaris i sense estudis,Alt Pirineu i Aran,28.0,957505,3438,268101
Malestar emocional,2024,No,65 - 74,Home,Classe I,Estudis primaris i sense estudis,Alt Pirineu i Aran,72.0,306025,1515,220338
Malestar emocional,2026,Sí,45 - 64,Home,Classe III,Estudis primaris i sense estudis,Camp de Tarragona,32.1,749307,599,240528
Malestar emocional,2026,No,45 - 64,Home,Classe III,Estudis primaris i sense estudis,Camp de Tarragona,67.9,497150,1110,337565
Malestar emocional,2024,Sí,65 - 74,Home,Classe III,Estudis secundaris,Camp de Tarragona,23.3,1315377,3386,306483
Malestar emocional,2024,No,65 - 74,Home,Classe III,Estudis secundaris,Camp de Tarragona,76.7,1244193,1767,954296
Malestar emocional,2027,Sí,15 i més,Dona,Classe III,Estudis secundaris,Cat. Central,25.1,1329565,3105,333721
Malestar emocional,2027,No,15 i més,Dona,Classe III,Estudis secundaris,Cat. Central,74.9,1498087,5458,1122067
Malestar emocional,2023,Sí,45 - 64,Home,Classe II,Estudis universitaris,Alt Pirineu i Aran,17.2,374288,429,64378
Malestar emocional,2023,No,45 - 64,Home,Classe II,Estudis universitaris,Alt Pirineu i Aran,82.8,542417,421,449121
Malestar emocional,2023,Sí,45 - 64,Home,Classe II,Estudis universitaris,Cat. Central,28.9,1194592,3326,345237
Malestar emocional,2023,No,45 - 64,Home,Classe II,Estudis universitaris,Cat. Central,71.1,745240,1521,529866
Malestar emocional,2025,Sí,15 - 44,Dona,Classe III,Estudis secundaris,Lleida,33.5,1459672,5726,488990
Malestar emocional,2025,No,15 - 44,Dona,Classe III,Estudis secundaris,Lleida,66.5,1470250,3195,977716
Malestar emocional,2026,Sí,15 - 44,Dona,Classe I,Estudis primaris i sense estudis,Alt Pirineu i Aran,20.7,106151,183,21973
Malestar emocional,2026,No,15 - 44,Dona,Classe I,Estudis primaris i sense estudis,Alt Pirineu i Aran,79.3,1036010,3897,821556
Malestar emocional,2024,Sí,65 i més,Dona,Classe III,Estudis primaris i sense estudis,Terres de l’Ebre,34.9,607149,1297,211895
Malestar emocional,2024,No,65 i més,Dona,Classe III,Estudis primaris i sense estudis,Terres de l’Ebre,65.1,829840,972,540226
Malestar emocional,2025,Sí,65 i més,Home,Classe I,Estudis secundaris,Lleida,33.0,579539,524,191248
Malestar emocional,2025,No,65 i més,Home,Classe I,Estudis secundaris,Lleida,67.0,384777,253,257801
Malestar emocional,2024,Sí,75 i més,Dona,Classe II,Estudis secundaris,Àrea Metropolitana Nord,22.4,740821,3452,165944
Malestar emocional,2024,No,75 i més,Dona,Classe II,Estudis secundaris,Àrea Metropolitana Nord,77.6,249543,142,193645
Malestar emocional,2023,Sí,0 - 14,Home,Classe I,Estudis primaris i sense estudis,Àrea Metropolitana Nord,19.0,460703,2159,87534
Malestar emocional,2023,No,0 - 14,Home,Classe I,Estudis primaris i sense estudis,Àrea Metropolitana Nord,81.0,658279,2369,533206
Malestar emocional,2025,Sí,0 - 14,Home,Classe I,Estudis universitaris,Girona,23.4,300761,839,70378
Malestar emocional,2025,No,0 - 14,Home,Classe I,Estudis universitaris,Girona,76.6,304343,622,233127
Malestar emocional,2023,Sí,65 i més,Home,Classe I,Estudis universitaris,Lleida,23.7,1207439,4276,286163
Malestar emocional,2023,No,65 i més,Home,Classe I,Estudis universitaris,Lleida,76.3,582044,2823,444100
Malestar emocional,2025,Sí,65 - 74,Home,Classe I,Estudis primaris i sense estudis,Terres de l’Ebre,29.8,1420611,3519,423342
Malestar emocional,2025,No,65 - 74,Home,Classe I,Estudis primaris i sense estudis,Terres de l’Ebre,70.2,641717,823,450485
Malestar emocional,2024,Sí,15 i més,Dona,Classe II,Estudis secundaris,Terres de l’Ebre,20.0,1087682,2603,217536
Malestar emocional,2024,No,15 i més,Dona,Classe II,Estudis secundaris,Terres de l’Ebre,80.0,166867,634,133494
Malestar emocional,2023,Sí,75 i més,Home,Classe III,Estudis secundaris,Àrea Metropolitana Nord,18.1,351535,1114,63628
Malestar emocional,2023,No,75 i més,Home,Classe III,Estudis secundaris,Àrea Metropolitana Nord,81.9,409034,1855,334999
Malestar emocional,2024,Sí,65 i més,Dona,Classe II,Estudis primaris i sense estudis,Terres de l’Ebre,16.4,508986,1809,83474
Malestar emocional,2024,No,65 i més,Dona,Classe II,Estudis primaris i sense estudis,Terres de l’Ebre,83.6,417147,472,348735
Malestar emocional,2024,Sí,15 i més,Dona,Classe I,Estudis primaris i sense estudis,Àrea Metropolitana Sud,22.9,1293565,4282,296226
Malestar emocional,2024,No,15 i més,Dona,Classe I,Estudis primaris i sense estudis,Àrea Metropolitana Sud,77.1,1446700,6415,1115406
Malestar emocional,2026,Sí,45 - 64,Dona,Classe II,Estudis universitaris,Terres de l’Ebre,28.6,1353334,3423,387054
Malestar emocional,2026,No,45 - 64,Dona,Classe II,Estudis universitaris,Terres de l’Ebre,71.4,174026,686,124255
Malestar emocional,2025,Sí,65 - 74,Home,Classe I,Estudis universitaris,Terres de l’Ebre,30.8,1125196,2362,346560
Malestar emocional,2025,No,65 - 74,Home,Classe I,Estudis universitaris,Terres de l’Ebre,69.2,841577,821,582371
Malestar emocional,2026,Sí,0 - 14,Home,Classe III,Estudis secundaris,Terres de l’Ebre,25.8,451056,1697,116372
Malestar emocional,2026,No,0 - 14,Home,Classe III,Estudis secundaris,Terres de l’Ebre,74.2,188534,328,139892
Malestar emocional,2024,Sí,45 - 64,Dona,Classe I,Estudis primaris i sense estudis,Girona,24.9,101149,351,25186
Malestar emocional,2024,No,45 - 64,Dona,Classe I,Estudis primaris i sense estudis,Girona,75.1,632385,2485,474921
Malestar emocional,2027,Sí,75 i més,Dona,Classe II,Estudis universitaris,Camp de Tarragona,22.2,942392,1548,209211
Malestar emocional,2027,No,75 i més,Dona,Classe II,Estudis universitaris,Camp de Tarragona,77.8,766322,1959,596199
Malestar emocional,2026,Sí,65 - 74,Home,Classe I,Estudis primaris i sense estudis,Cat. Central,22.1,1331158,3063,294186
Malestar emocional,2026,No,65 - 74,Home,Classe I,Estudis primaris i sense estudis,Cat. Central,77.9,393256,368,306346
Malestar emocional,2024,Sí,0 - 14,Home,Classe II,Estudis universitaris,Lleida,17.4,861252,3091,149858
Malestar emocional,2024,No,0 - 14,Home,Classe II,Estudis universitaris,Lleida,82.6,203141,459,167794
Malestar emocional,2024,Sí,75 i més,Dona,Classe I,Estudis secundaris,Cat. Central,22.3,1067503,774,238053
Malestar emocional,2024,No,75 i més,Dona,Classe I,Estudis secundaris,Cat. Central,77.7,1481170,5315,1150869
Malestar emocional,2025,Sí,0 - 14,Dona,Classe II,Estudis universitaris,Girona,33.6,401190,302,134800
Malestar emocional,2025,No,0 - 14,Dona,Classe II,Estudis universitaris,Girona,66.4,783272,3217,520093
Malestar emocional,2024,Sí,75 i més,Dona,Classe III,Estudis secundaris,Girona,33.6,978435,941,328754
Malestar emocional,2024,No,75 i més,Dona,Classe III,Estudis secundaris,Girona,66.4,431932,817,286803
Malestar emocional,2027,Sí,45 - 64,Dona,Classe III,Estudis secundaris,Àrea Metropolitana Sud,34.4,1020020,2220,350887
Malestar emocional,2027,No,45 - 64,Dona,Classe III,Estudis secundaris,Àrea Metropolitana Sud,65.6,921332,1760,604394
Malestar emocional,2023,Sí,75 i més,Dona,Classe III,Estudis primaris i sense estudis,Girona,35.0,965632,4306,337971
Malestar emocional,2023,No,75 i més,Dona,Classe III,Estudis primaris i sense estudis,Girona,65.0,1001771,1445,651151
Malestar emocional,2024,Sí,65 i més,Home,Classe III,Estudis secundaris,Camp de Tarragona,29.2,1271847,4677,371379
Malestar emocional,2024,No,65 i més,Home,Classe III,Estudis secundaris,Camp de Tarragona,70.8,420417,1648,297655
Malestar emocional,2023,Sí,15 i més,Home,Classe II,Estudis universitaris,Girona,26.8,480764,1280,128845
Malestar emocional,2023,No,15 i més,Home,Classe II,Estudis universitaris,Girona,73.2,401097,257,293603
Malestar emocional,2027,Sí,0 - 14,Home,Classe III,Estudis secundaris,Àrea Metropolitana Nord,35.0,948979,703,332143
Malestar emocional,2027,No,0 - 14,Home,Classe III,Estudis secundaris,Àrea Metropolitana Nord,65.0,215402,962,140011
Malestar emocional,2027,Sí,0 - 14,Home,Classe II,Estudis universitaris,Àrea Metropolitana Sud,23.9,597976,1684,142916
Malestar emocional,2027,No,0 - 14,Home,Classe II,Estudis universitaris,Àrea Metropolitana Sud,76.1,923951,2266,703127
Malestar emocional,2026,Sí,75 i més,Home,Classe I,Estudis universitaris,Alt Pirineu i Aran,33.5,1096748,3025,367411
Malestar emocional,2026,No,75 i més,Home,Classe I,Estudis universitaris,Alt Pirineu i Aran,66.5,422216,1471,280774
Malestar emocional,2026,Sí,75 i més,Home,Classe II,Estudis secundaris,Àrea Metropolitana Nord,24.4,710305,400,173314
Malestar emocional,2026,No,75 i més,Home,Classe II,Estudis secundaris,Àrea Metropolitana Nord,75.6,1412090,5143,1067540
Malestar emocional,2023,Sí,45 - 64,Home,Classe III,Estudis universitaris,Barcelona Ciutat,22.5,604013,867,135903
Malestar emocional,2023,No,45 - 64,Home,Classe III,Estudis universitaris,Barcelona Ciutat,77.5,1459531,2779,1131137
Malestar emocional,2023,Sí,45 - 64,Dona,Classe III,Estudis secundaris,Àrea Metropolitana Sud,16.1,421840,1206,67916
Malestar emocional,2023,No,45 - 64,Dona,Classe III,Estudis secundaris,Àrea Metropolitana Sud,83.9,679097,2163,569762
Malestar emocional,2024,Sí,15 - 44,Home,Classe III,Estudis secundaris,Barcelona Ciutat,33.2,728739,1242,241941
Malestar emocional,2024,No,15 - 44,Home,Classe III,Estudis secundaris,Barcelona Ciutat,66.8,1258676,5461,840796
Malestar emocional,2025,Sí,65 i més,Home,Classe I,Estudis secundaris,Barcelona Ciutat,30.6,602828,388,184465
Malestar emocional,2025,No,65 i més,Home,Classe I,Estudis secundaris,Barcelona Ciutat,69.4,1236673,4738,858251
Malestar emocional,2023,Sí,15 i més,Dona,Classe II,Estudis primaris i sense estudis,Alt Pirineu i Aran,18.3,1043683,1442,190994
Malestar emocional,2023,No,15 i més,Dona,Classe II,Estudis primaris i sense estudis,Alt Pirineu i Aran,81.7,128479,123,104967
Malestar emocional,2024,Sí,75 i més,Dona,Classe I,Estudis primaris i sense estudis,Terres de l’Ebre,27.1,1189151,5841,322260
Malestar emocional,2024,No,75 i més,Dona,Classe I,Estudis primaris i sense estudis,Terres de l’Ebre,72.9,1225773,687,893589
Malestar emocional,2025,Sí,65 - 74,Home,Classe I,Estudis universitaris,Girona,28.7,480952,1127,138033
Malestar emocional,2025,No,65 - 74,Home,Classe I,Estudis universitaris,Girona,71.3,1339284,3729,954909
Malestar emocional,2026,Sí,15 - 44,Dona,Classe I,Estudis secundaris,Àrea Metropolitana Sud,33.1,344628,1559,114072
Malestar emocional,2026,No,15 - 44,Dona,Classe I,Estudis secundaris,Àrea Metropolitana Sud,66.9,1446652,2602,967810
